X1,X2,X3,X4,X5,cat1,cat2,y
0.4967141530112327,-0.6650348354818605,,3.0,1.6477329928980433,A,high,1
-0.13826430117118466,-0.7908643193311995,,2.0,-3.7990277597369637,A,low,1
0.6476885381006925,0.2728604990872734,,2.0,5.3426951508749525,A,med,1
1.5230298564080254,0.4129514529738023,,1.0,0.19724864020565103,A,low,1
-0.23415337472333597,-0.9368277103487159,-1.7572301520822342,3.0,3.011470864945598,B,low,1
-0.23413695694918055,0.8724244924873796,0.14251985039362758,2.0,1.8265977277035825,B,low,1
1.5792128155073915,-0.8960574326970552,1.8407241091292394,3.0,4.51523811271872,C,med,1
0.7674347291529088,0.08259267060214093,,3.0,2.812112244856162,A,low,1
-0.4694743859349521,0.41812103890183283,,,1.5301514569580508,C,med,0
0.5425600435859647,0.7419382474921712,0.808824523255623,6.0,0.21296981496143963,,high,0
-0.46341769281246226,0.4281738642648556,-0.6405665749195747,3.0,3.595701402764278,C,low,0
-0.46572975357025687,0.6034561661395836,-0.794879475687338,5.0,-1.7468826079092334,A,med,1
0.24196227156603412,-0.3210996149143879,0.7403971691911564,2.0,3.2917808405517848,A,low,0
-1.913280244657798,0.6296502274930245,-2.5444394289042136,2.0,,C,low,0
-1.7249178325130328,-0.8397703072306497,-2.05666655950837,4.0,4.50456732391328,A,med,0
-0.5622875292409727,0.7896333121210553,-0.47894504470824173,,,B,high,0
-1.0128311203344238,0.09518475230747248,-1.825857687803131,2.0,3.2882475357002177,B,med,0
0.3142473325952739,0.6345955399249874,0.03181157254899092,1.0,2.1639776276494387,B,med,1
-0.9080240755212109,-0.09536343096339972,-2.311287666891489,,-1.5047541902819934,B,low,1
-1.4123037013352915,0.28715539039304994,-2.766945828309157,3.0,0.2785416732093231,B,low,1
1.465648768921554,0.05280532187222642,2.358439139824186,4.0,3.3447786752227646,A,med,1
-0.22577630048653566,0.46317904351066375,0.1472875826404953,1.0,2.333311634719688,B,low,1
0.06752820468792384,-0.8367400359388208,-1.1076730619535913,3.0,4.361979810611344,C,low,0
-1.4247481862134568,-0.8792958320188724,,4.0,2.8065491260743434,A,med,1
-0.5443827245251827,-0.5057935319797071,-1.3110013786193473,2.0,0.06659621859468046,A,low,0
0.11092258970986608,-0.6809106397736233,,2.0,0.407871724558732,B,low,1
-1.1509935774223028,0.7435671331844034,-0.5485964854135403,2.0,2.2058347810464745,B,med,1
0.37569801834567196,-0.5615720252839114,0.7311806728093182,4.0,-2.6280881320002107,B,med,1
-0.600638689918805,0.9517305116382626,,5.0,5.34688377124597,A,high,0
-0.2916937497932768,-0.3262084164577863,-1.046240945626452,2.0,2.8834934727551147,B,med,1
-0.6017066122293969,-0.6357641686226014,,2.0,4.454069194097745,A,low,0
1.8522781845089378,0.5793970142849583,2.7085391242846755,4.0,-1.161207881618338,B,high,1
-0.013497224737933921,0.3174155510017522,,0.0,4.489130320710512,C,med,1
-1.0577109289559004,-0.003608567093722037,-2.0819604405563035,,,A,low,0
0.822544912103189,0.11072710187526247,1.2235524355462624,0.0,-0.6417567107546351,B,low,1
-1.2208436499710222,0.4384035565445277,-1.5736377552048852,,3.542803589807533,C,med,0
0.2088635950047554,-0.5430905173374025,-0.07067785706560743,2.0,2.002219889374586,B,med,0
-1.9596701238797756,0.9926678321134839,-2.7681725601746514,1.0,,C,med,0
-1.3281860488984305,0.9495863242935663,-1.4331585752174987,,2.9857679437037397,B,med,0
0.19686123586912352,0.30065137269387376,,5.0,3.667206409674697,C,med,1
0.7384665799954104,-0.6009150981417097,,1.0,,A,high,1
0.1713682811899705,0.36045648486258264,,4.0,,A,med,1
-0.11564828238824053,-0.8556031820416483,-0.6505680807453158,0.0,-1.3335268135783953,A,low,1
-0.3011036955892888,-0.9386949955883879,-0.9115782297057033,6.0,,B,high,0
-1.4785219903674274,-0.48463422297757264,-2.1059928854116485,5.0,2.2731947911775046,C,low,1
-0.7198442083947086,-0.07475408652136739,,,2.0507705559445433,A,med,0
-0.4606387709597875,0.736545010816761,0.1538826659253218,,0.5668530231517896,B,high,0
1.0571222262189157,0.45433813953261604,1.9564144916955937,,3.6191888719437717,B,med,1
0.3436182895684614,0.4854130423999621,0.4519152682324542,4.0,3.0617886284318985,B,med,0
-1.763040155362734,-0.1490133311038493,-2.5383151359929745,2.0,3.716278141868032,A,low,0
0.324083969394795,-0.30813001490607417,-0.23980215702117547,1.0,1.7537271292954648,B,low,1
-0.38508228041631654,-0.2579224740307946,-0.6523048047516106,3.0,3.205160535956682,A,low,1
-0.6769220003059587,0.9752991274721157,-0.5443484320451107,,1.108699393940011,A,med,0
0.6116762888408679,-0.919781617175035,0.3535651960375145,6.0,6.107637380173191,,med,1
1.030999522495951,0.7340629922448971,1.8492620241469095,,0.3749084597560284,A,med,0
0.9312801191161986,0.15735081714478683,0.5346710644978715,3.0,6.210594858916624,A,low,1
-0.8392175232226385,-0.12276916162081908,-1.594573319514848,5.0,2.069775894178817,C,low,0
-0.3092123758512146,0.450515320830273,-0.19213845279112798,,-0.7510217791374854,A,med,1
0.33126343140356396,-0.0266621171505943,0.563492284528749,3.0,4.736158700977202,B,low,1
0.9755451271223592,0.7468464761633211,1.32290335830222,,,A,med,0
-0.47917423784528995,0.801403728022517,,2.0,,A,med,0
-0.18565897666381712,-0.15655814625308917,,,4.447711837085187,A,med,1
-1.1063349740060282,-0.44634440552989685,-1.3979460635106222,7.0,2.6759111082900504,A,low,1
-1.1962066240806708,0.18470065718672446,-1.4883624265918016,,,B,high,1
0.812525822394198,0.8247266912333819,1.3080384242860863,3.0,3.9514267553385003,B,low,1
1.356240028570823,-0.5786756219886668,2.632677678166657,3.0,2.001511014909191,B,high,1
-0.07201012158033385,0.24593316712696556,-0.581867014685258,1.0,3.371715637216838,C,low,0
1.0035328978920242,0.2631204401850411,,1.0,-2.3074611475829228,A,low,0
0.36163602504763415,0.46622604483056196,1.2758582190082213,2.0,2.893963434019704,B,high,0
-0.6451197546051243,-0.7368646297454804,-1.671422051318749,2.0,0.7228283497099397,B,low,0
0.36139560550841393,0.4316499293641771,,,5.306619274357061,C,med,0
1.5380365664659692,0.818065041331282,,,3.2461746957781905,A,high,1
-0.03582603910995154,-0.6406337822595161,,3.0,,B,high,0
1.5646436558140062,-0.5249133501522447,2.2146697280304974,3.0,2.972619986700443,C,high,1
-2.6197451040897444,0.9427901880832792,-3.5253769328282507,4.0,0.0031182942465635133,A,low,0
0.8219025043752238,-0.6380460945810205,1.3192348458522165,2.0,5.246513381056108,C,med,1
0.08704706823817122,0.7087701867391583,0.8817000560029424,3.0,5.982740836833809,A,low,1
-0.29900735046586746,-0.01544428710393042,,4.0,2.7858270210964324,B,low,0
0.0917607765355023,-0.5055378511936459,0.5370423606455068,2.0,5.180807137147277,C,high,0
-1.9875689146008928,0.7414998025450228,-3.4418494646466655,3.0,0.8617036026549323,B,low,0
-0.21967188783751193,-0.10938948999466902,0.13207052541722625,,0.4057728675500385,B,med,0
0.3571125715117464,0.029634707859380383,1.1138387796111013,4.0,,A,med,1
1.477894044741516,-0.2815332612004686,1.5305912214044404,1.0,,C,med,1
-0.5182702182736474,0.18590170286985486,-0.8898616199528361,3.0,1.2120266375137592,B,high,1
-0.8084936028931876,-0.6729522548299545,-2.1020688659977265,5.0,3.075536380736968,A,low,0
-0.5017570435845365,-0.21783692669647858,-0.9690145438694118,2.0,,B,med,0
0.9154021177020741,0.938824644670575,1.688498356795528,4.0,,B,high,1
0.32875110965968446,-0.4837331345977449,,2.0,3.0375860349034425,A,low,1
-0.5297602037670388,0.3134733290825844,0.017250731950538167,1.0,3.7270564850430423,A,low,0
0.5132674331133561,-0.34961987155061025,1.2929331192897071,3.0,2.342938635180782,A,med,1
0.09707754934804039,0.5469462513732013,0.13800543641951019,4.0,4.305296206523385,B,low,0
0.9686449905328892,-0.7382526785633003,0.9792302096454197,7.0,-0.43480758699390387,B,low,1
-0.7020530938773524,0.9396420901570894,-1.424977691847959,4.0,,B,high,0
-0.3276621465977682,-0.0924209172327215,,6.0,-0.3405614127935497,C,med,1
-0.39210815313215763,-0.5278990733070721,-0.36968594980304376,4.0,,C,high,1
-1.4635149481321186,-0.8530065053399747,-1.8139842630940495,1.0,0.73813833252442,B,high,0
0.29612027706457605,-0.6604841898249185,-0.5032361152555562,1.0,0.11587963285151015,A,med,1
0.26105527217988933,0.039547897112035324,,7.0,0.9040083625177244,B,low,0
0.00511345664246089,-0.3259936471374274,,4.0,1.5716993785776225,B,low,1
-0.23458713337514692,0.6577667317652189,,,3.674308972662769,B,low,0
-1.4153707420504142,-0.13822495267638812,-2.5969703493746383,3.0,1.3576819225885952,B,high,0
-0.42064532276535904,-0.5025714548247402,-0.6702231893283638,3.0,-1.1712514135391854,A,low,1
-0.3427145165267695,0.2342899732080601,-0.6338464617215822,3.0,4.280135692990321,C,low,1
-0.8022772692216189,0.4135544337708916,-1.0038648223861222,1.0,0.3258197327699208,A,med,0
-0.16128571166600914,-0.6659161841981003,-0.30174453559621406,1.0,1.8825591457907425,B,low,0
0.4040508568145384,-0.6647615674233647,0.27690663641559415,,2.893073013881423,A,low,1
1.8861859012105302,-0.9266571461329141,2.147757333486054,0.0,2.3992208368055654,C,med,0
0.17457781283183896,0.47280403013128103,0.44346383235048353,3.0,4.1883590950429515,A,low,1
0.25755039072276437,0.32760905524361017,0.505948634103284,3.0,2.9580062867855177,A,low,1
-0.07444591576616721,-0.05073824850037223,-0.3220435128405008,0.0,0.27738084060578405,A,low,1
-1.9187712152990415,0.6883408979383943,-2.6633844053129163,2.0,6.357124347983324,A,med,1
-0.026513875449216878,0.6113403059001064,1.0652229250285863,,2.3886669266764664,A,med,0
0.06023020994102644,0.1707087287935043,0.45615940327891114,2.0,1.7053195467569875,B,low,1
2.463242112485286,0.7365425610265173,,4.0,3.927850846111142,B,med,1
-0.19236096478112252,-0.5883175799264635,,4.0,2.4989018918601444,A,low,1
0.30154734233361247,-0.7761607612045442,,1.0,,A,high,1
-0.03471176970524331,-0.46050077696602076,0.3042442757524453,,6.984367997201374,C,low,0
-1.168678037619532,-0.8858262878213703,,3.0,1.4497571434899066,B,med,0
1.1428228145150205,0.06233905600206402,,2.0,1.3644782119652084,B,high,1
0.7519330326867741,0.873211384589923,1.7883637042302614,2.0,,B,high,1
0.7910319470430469,-0.9213129186629807,-0.05954661480116963,3.0,4.143031871162077,A,low,1
-0.9093874547947389,-0.7557801719799464,-2.3053550026369845,2.0,-1.0130680603807982,A,low,1
1.4027943109360992,-0.09560194343312944,1.4594279914880564,3.0,-1.9311117829530104,A,med,0
-1.4018510627922809,0.8677500350558098,,2.0,0.8257694587597049,C,low,1
0.5868570938002703,-0.367687790046499,,1.0,,C,high,0
2.1904556258099785,0.014469617376784871,4.408568320499676,0.0,1.150337304948723,B,med,1
-0.9905363251306883,-0.9168542818992158,-1.625206077925262,3.0,3.0049993922585805,A,med,0
-0.5662977296027719,-0.7033135980758223,-0.9506811559698405,4.0,0.21850227289547286,A,low,1
0.09965136508764122,0.9732602459176938,,4.0,-0.8536531535626848,A,med,1
-0.5034756541161992,0.9302373928720911,-0.561431684605264,3.0,,B,med,1
-1.5506634310661327,-0.9901200381311808,-3.214947041618909,3.0,3.7250869692303406,,high,1
0.06856297480602733,0.9036235708464779,,,-1.3899468770332253,C,low,1
-1.0623037137261049,0.2782398756310007,,4.0,3.640464796611968,A,low,0
0.4735924306351816,0.7358365890400442,0.8422616516242308,4.0,3.634612407476652,C,low,0
-0.9194242342338032,-0.0905202887322818,-2.4140464009047395,,3.9081702043132562,C,low,0
1.5499344050175394,0.031192057158500486,2.714452764164326,1.0,4.4369604297433725,C,med,1
-0.7832532923362371,-0.022306839486159635,-1.7224048711173388,4.0,6.404027849319232,B,high,0
-0.3220615162056756,0.3337285150922087,-0.19660458470683426,2.0,1.2878159027618896,B,low,0
0.8135172173696698,-0.7206974904873742,1.8969684156858042,4.0,2.219143160155716,B,high,1
-1.2308643164339552,-0.9400528202546441,-2.776015180571467,5.0,,B,low,0
0.22745993460412942,-0.38414011681761817,-1.1160239178757798,2.0,2.0039536895116217,B,low,0
1.307142754282428,0.4093615254732934,,4.0,5.065746711272624,C,low,1
-1.6074832345612275,-0.5962930957541033,-2.1588915822196073,1.0,-0.6900289678613376,B,low,1
0.1846338585323042,0.3468648666498346,1.4295569482336705,2.0,,C,high,0
0.25988279424842353,0.9398240922145409,,4.0,4.754361873009122,C,low,1
0.7818228717773104,-0.8121985684211632,1.014984635073645,1.0,4.04007301380418,A,med,0
-1.236950710878082,0.34520423645025256,-1.9154791764820234,1.0,1.273736706365844,A,low,0
-1.3204566130842763,-0.1124995613908577,-2.089908877473911,0.0,3.7088040022414397,B,high,1
0.5219415656168976,0.7362845087550107,2.4732262763113693,3.0,2.6824316849840666,B,low,1
0.29698467323318606,-0.6457004211052282,-0.6288583649004116,3.0,5.000549218001976,C,low,1
0.25049285034587654,0.38525190445232904,0.6952350584922661,,2.149019187653545,B,low,0
0.3464482094969757,0.6762305792962204,1.0916341897762905,2.0,4.051264227745165,B,low,1
-0.6800247215784908,0.8892284389480465,-0.032529700424039465,3.0,7.28402382098524,B,low,0
0.23225369716100355,0.36649605657929163,,,,A,high,1
0.29307247329868125,-0.005650471983145389,,2.0,2.0986563315896873,B,med,1
-0.7143514180263678,0.2356944804024277,-1.1495041705492333,2.0,,C,med,1
1.8657745111447566,0.7378099689574364,,2.0,1.2694382835922302,A,med,1
0.4738329209117875,0.14121949327765937,0.6097629902578057,4.0,6.775935411049464,B,low,1
-1.1913034972026486,-0.9392258806063263,,1.0,,B,low,0
0.6565536086338297,0.8618973910139556,,4.0,,A,high,1
-0.9746816702273214,0.37905350206312227,-1.0839455573583276,3.0,0.32862198995992764,A,high,0
0.787084603742452,0.353026771554493,,3.0,4.194440383212877,C,high,0
1.158595579007404,-0.5686496952045657,2.0165936462949077,5.0,3.7343748256554776,A,high,0
-0.8206823183517105,0.3177709404653144,-1.0978348690891515,3.0,1.0052912571718136,A,low,1
0.9633761292443218,-0.21227118869168304,,1.0,3.1529026902448454,A,low,1
0.4127809269364983,0.30246595408298416,,1.0,-1.0171119364257128,B,low,0
0.82206015999449,-0.7868139393840186,0.3868171198684162,3.0,2.3699411501463126,B,low,1
1.8967929826539474,0.31569060920607206,,5.0,2.905512704153389,B,low,1
